# --------------------------------------------------------
# Using UniformRandom1:
0 45.1245
1 176.758
2 210.938
3 242.188
4 274.199
5 302.734
6 332.031
7 364.941
8 394.531
9 422.149
10 449.219
11 480.469
12 1390.63
13 1384.45
14 1412.42
15 1420.31
16 1406.25
17 1414.06
18 1428.2
19 1421.88
20 1415.39
