# --------------------------------------------------------
# Using UniformRandom1:
0 33.3691
0.01 106.523
0.02 110.703
0.03 107.578
0.04 106.445
0.05 106.348
0.06 107.51
0.07 107.422
0.08 107.422
0.09 108.398
0.1 108.496
0.2 111.328
0.3 114.082
0.4 115.801
0.5 119.883
0.6 121.543
0.7 124.717
0.8 125.039
0.9 127.285
1 132.168
2 146.484
3 160.488
4 176.191
5 195.137
6 214.375
7 231.133
8 250.742
9 267.969
10 283.125
