# --------------------------------------------------------
# Using UniformRandom0:
0 33.3691
0.01 106.523
0.02 106.445
0.03 107.422
0.04 107.51
0.05 107.51
0.06 107.51
0.07 107.422
0.08 108.496
0.09 109.57
0.1 108.398
0.2 111.328
0.3 114.082
0.4 116.982
0.5 118.672
0.6 123.047
0.7 123.457
0.8 125.039
0.9 127.285
1 131.836
2 145.02
3 159.824
4 177.051
5 197.227
6 214.082
7 231.133
8 250.742
9 267.129
10 287.109
