# --------------------------------------------------------
# Using UniformRandom0:
1 170.635
5 271.484
10 390.625
15 508.945
20 628.906
22 669.024
23 702.266
24 722.657
25 746.094
26 769.531
30 866.25
35 984.375
40 1101.56
41 1125
42 1148.44
43 1167.89
44 1207.27
45 1230.94
50 1343.75
54 1437.5
55 1460.94
56 1451.88
57 1445.31
58 1438.59
60 1445.31
65 1445.31
70 1453.13
75 1453.13
80 1446.33
85 1454.06
90 1454.06
95 1454.06
100 1475.55
