# --------------------------------------------------------
# Using UniformRandom1:
0 5475.97
0.01 119.883
0.1 123.75
1 156.826
2 177.539
3 197.266
4 216.992
5 238.691
6 260.391
7 281.25
8 305.762
9 326.172
10 203.125
20 189.453
30 182.617
40 178.711
50 175.781
60 173.828
70 172.852
80 170.898
90 171.621
100 170.635
1000 160.156
10000 157.227
100000 157.812
1e+06 154.688
