# --------------------------------------------------------
# Using UniformRandom0:
0 5
1e-16 32
1e-15 35
1e-14 34
1e-13 34
1e-12 35
1e-11 34
1e-10 35
1e-09 34
1e-08 34
1e-07 38
1e-06 37
1e-05 38
0.0001 43
0.001 61
0.01 101
0.02 101
0.03 101
0.04 103
0.05 102
0.06 103
0.07 103
0.08 103
0.09 104
0.1 103
0.2 105
0.3 107
0.4 108
0.5 110
0.6 111
0.7 113
0.8 115
0.9 116
1 118
2 130
3 144
4 163
5 186
6 208
7 230
8 248
9 266
10 282
20 473
30 648
40 830
50 1030
60 1210
70 1400
80 1600
90 1770
100 1970
