# --------------------------------------------------------
# Using UniformRandom0:
0 14
1e-16 45
1e-15 49
1e-14 50
1e-13 49
1e-12 49
1e-11 50
1e-10 49
1e-09 49
1e-08 50
1e-07 50
1e-06 50
1e-05 51
0.0001 58
0.001 78
0.01 119
0.1 117
1 150
10 370
100 1440
1000 1510
10000 1530
100000 1540
1e+06 1550
1e+07 1540
1e+08 1540
1e+09 1540
1e+10 1540
1e+11 1540
1e+12 1540
1e+13 1560
1e+14 1390
1e+15 1880
1e+16 1320
