# --------------------------------------------------------
# Using UniformRandom1:
0 5
1e-16 37
1e-15 39
1e-14 38
1e-13 39
1e-12 38
1e-11 38
1e-10 39
1e-09 38
1e-08 39
1e-07 44
1e-06 44
1e-05 43
0.0001 52
0.001 70
0.01 111
0.02 112
0.03 113
0.04 113
0.05 114
0.06 114
0.07 115
0.08 115
0.09 115
0.1 116
0.2 121
0.3 126
0.4 131
0.5 136
0.6 138
0.7 142
0.8 146
0.9 148
1 152
2 180
3 207
4 232
5 260
6 286
7 313
8 339
9 367
10 392
20 657
30 920
40 1180
50 1440
60 1720
70 1970
80 2240
90 2490
100 2760
