# --------------------------------------------------------
# Using UniformRandom2:
1 170
5 227
10 331
15 424
20 513
21 532
22 552
23 571
24 590
25 610
26 629
27 649
28 666
29 684
30 703
31 721
32 739
33 757
34 777
35 794
36 814
37 834
38 852
39 871
40 892
41 911
42 930
43 951
44 969
45 990
46 1010
47 1029
48 1049
49 1068
50 1088
51 1108
52 1126
53 1146
54 1164
55 1185
56 1202
57 1222
58 1240
59 1259
60 1279
61 1296
62 1316
63 1334
64 1354
65 1372
66 1392
67 1411
68 1429
69 1449
70 1467
71 1488
72 1507
73 1526
74 1546
75 1564
76 1572
77 1572
78 1572
79 1573
80 1572
85 1575
90 1578
95 1578
100 1582
