# --------------------------------------------------------
# Using UniformRandom0:
0 41.5039
1 163.086
2 191.426
3 216.563
4 244.609
5 269.531
6 291.973
7 319.57
8 339.844
9 365.234
10 390.625
11 414.063
12 1421.88
13 1429.69
14 1443.99
15 1437.5
16 1459.77
17 1445.31
18 1445.31
19 1453.13
20 1453.13
