# --------------------------------------------------------
# Using UniformRandom1:
0 5
1e-16 47
1e-15 50
1e-14 50
1e-13 50
1e-12 50
1e-11 50
1e-10 49
1e-09 50
1e-08 50
1e-07 53
1e-06 52
1e-05 53
0.0001 61
0.001 83
0.01 121
0.02 112
0.03 113
0.04 112
0.05 113
0.06 113
0.07 113
0.08 113
0.09 113
0.1 113
0.2 116
0.3 117
0.4 120
0.5 122
0.6 124
0.7 125
0.8 127
0.9 129
1 132
2 145
3 160
4 175
5 193
6 213
7 234
8 256
9 277
10 298
20 472
30 661
40 850
50 1040
60 1230
70 1420
80 1610
90 1790
100 2000
