# --------------------------------------------------------
# Using UniformRandom0:
0 14
1e-16 45
1e-15 47
1e-14 48
1e-13 48
1e-12 48
1e-11 47
1e-10 48
1e-09 48
1e-08 48
1e-07 49
1e-06 50
1e-05 50
0.0001 55
0.001 75
0.01 115
0.1 112
1 140
10 290
100 1430
1000 1490
10000 1530
100000 1520
1e+06 1530
1e+07 1530
1e+08 1520
1e+09 1520
1e+10 1540
1e+11 1520
1e+12 1520
1e+13 1550
1e+14 1380
1e+15 1860
1e+16 1310
