# --------------------------------------------------------
# Using UniformRandom2:
0 5475.97
0.01 119.883
0.1 123.75
1 155.273
2 176.758
3 195.312
4 216.992
5 238.691
6 260.391
7 282.09
8 304.688
9 329.434
10 203.125
20 190.361
30 182.617
40 177.891
50 175.781
60 173.828
70 173.594
80 171.875
90 169.922
100 168.223
1000 158.555
10000 157.227
100000 157.812
1e+06 154.688
