# --------------------------------------------------------
# Using UniformRandom2:
0 6
1e-16 64
1e-15 67
1e-14 66
1e-13 66
1e-12 66
1e-11 66
1e-10 66
1e-09 66
1e-08 67
1e-07 69
1e-06 69
1e-05 69
0.0001 76
0.001 98
0.01 137
0.02 136
0.03 135
0.04 136
0.05 137
0.06 136
0.07 137
0.08 137
0.09 137
0.1 137
0.2 140
0.3 142
0.4 144
0.5 145
0.6 147
0.7 149
0.8 150
0.9 151
1 154
2 165
3 177
4 191
5 206
6 224
7 244
8 265
9 287
10 307
20 489
30 675
40 860
50 1050
60 1240
70 1450
80 1620
90 1810
100 2000
