# --------------------------------------------------------
# Using UniformRandom1:
0 14.7107
0.01 43.2129
0.02 44.6313
0.03 45.4102
0.04 47.0972
0.05 47.8516
0.06 49.3164
0.07 50.293
0.08 51.7822
0.09 53.2617
0.1 54.1992
0.2 66.8945
0.3 80.0781
0.4 92.7734
0.5 104.492
0.6 115.234
0.7 126.25
0.8 136.113
0.9 144.531
1 154.854
2 165.039
3 175.566
4 184.57
5 199.219
6 216.992
7 239.063
8 258.418
9 277.344
10 293.906
20 486.094
30 664.063
40 851.563
50 1046.88
60 1234.38
70 1468.75
80 1461.8
90 1469.53
100 1469.53
1000 1531.25
10000 1554.45
100000 1546.88
1e+06 1546.88
1e+07 1539.14
1e+08 1546.88
