# --------------------------------------------------------
# Using UniformRandom1:
0 14
1e-16 47
1e-15 47
1e-14 48
1e-13 48
1e-12 47
1e-11 48
1e-10 47
1e-09 48
1e-08 48
1e-07 51
1e-06 51
1e-05 51
0.0001 57
0.001 79
0.01 118
0.1 117
1 140
10 300
100 1460
1000 1530
10000 1550
100000 1560
1e+06 1550
1e+07 1550
1e+08 1560
1e+09 1560
1e+10 1550
1e+11 1550
1e+12 1560
1e+13 1590
1e+14 1400
1e+15 1900
1e+16 1340
