# --------------------------------------------------------
# Using UniformRandom0:
0 5
1e-16 42
1e-15 44
1e-14 43
1e-13 44
1e-12 44
1e-11 44
1e-10 44
1e-09 43
1e-08 44
1e-07 47
1e-06 46
1e-05 47
0.0001 55
0.001 77
0.01 112
0.02 104
0.03 103
0.04 104
0.05 104
0.06 105
0.07 105
0.08 106
0.09 106
0.1 107
0.2 111
0.3 115
0.4 119
0.5 122
0.6 127
0.7 130
0.8 132
0.9 136
1 139
2 167
3 191
4 214
5 237
6 261
7 282
8 306
9 327
10 349
20 570
30 789
40 1010
50 1230
60 1450
70 1670
80 1910
90 2120
100 2350
