# --------------------------------------------------------
# Using UniformRandom2:
1 181.641
5 232.773
10 330.078
15 417.969
20 512.891
25 607.578
30 695.313
35 789.063
40 882.813
45 986.328
50 1078.13
55 1167.89
60 1260.7
61 1289.06
62 1299.38
63 1328.13
64 1343.75
65 1353.52
66 1382.81
67 1398.44
68 1414.06
69 1437.5
70 1453.13
71 1476.56
72 1492.19
73 1522.89
74 1531.25
75 1539.14
76 1593.91
77 1593.91
78 1593.91
79 1593.91
80 1577.81
85 1609.69
90 1593.75
95 1609.69
100 1593.75
