# --------------------------------------------------------
# Using UniformRandom2:
0 33.3691
0.01 105.381
0.02 106.445
0.03 106.445
0.04 106.445
0.05 107.51
0.06 107.51
0.07 108.574
0.08 108.496
0.09 108.398
0.1 108.398
0.2 110.215
0.3 114.258
0.4 116.982
0.5 118.672
0.6 121.816
0.7 124.717
0.8 125.371
0.9 127.285
1 131.836
2 144.512
3 158.867
4 176.191
5 195.137
6 214.082
7 231.133
8 251.367
9 267.969
10 286.074
