# --------------------------------------------------------
# Using UniformRandom0:
1 152
5 250
10 362
15 472
20 584
21 607
22 629
23 651
24 673
25 696
26 718
27 741
28 763
29 785
30 807
31 829
32 852
33 873
34 896
35 917
36 940
37 962
38 984
39 1007
40 1030
41 1051
42 1074
43 1098
44 1118
45 1141
46 1165
47 1187
48 1209
49 1233
50 1255
51 1277
52 1301
53 1322
54 1346
55 1368
56 1390
57 1400
58 1401
59 1399
60 1400
61 1401
62 1401
63 1404
64 1422
65 1423
66 1425
67 1424
68 1426
69 1426
70 1427
71 1428
72 1427
73 1428
74 1430
75 1429
76 1432
77 1430
78 1431
79 1434
80 1432
85 1436
90 1437
95 1439
100 1441
