# --------------------------------------------------------
# Using UniformRandom1:
1 179.688
5 300.781
10 449.219
15 597.656
20 757.969
22 812.5
23 844.297
24 881.719
25 898.438
26 938.985
30 1057.34
35 1203.13
40 1351.56
41 1396.64
42 1445.31
43 1459.77
44 1453.13
45 1459.77
50 1453.13
54 1467.66
55 1453.13
56 1453.13
57 1453.13
58 1453.13
60 1467.66
65 1460.94
70 1475.55
75 1475.55
80 1461.8
85 1468.75
90 1483.44
95 1476.56
100 1476.56
