# --------------------------------------------------------
# Using UniformRandom2:
0 82.5195
1 230.801
2 292.969
3 353.516
4 413.789
5 471.797
6 535.156
7 599.688
8 656.25
9 714.844
10 777.344
11 835.938
12 1515.63
13 1515.63
14 1523.44
15 1538.67
16 1531.25
17 1539.06
18 1539.06
19 1546.88
20 1546.88
