# --------------------------------------------------------
# Using UniformRandom1:
0 31.3159
0.01 102.598
0.02 103.604
0.03 104.609
0.04 103.594
0.05 104.609
0.06 104.59
0.07 105.586
0.08 105.586
0.09 105.586
0.1 106.582
0.2 110.469
0.3 115.547
0.4 119.346
0.5 123.291
0.6 126.953
0.7 131.182
0.8 135.127
0.9 139.453
1 142.441
2 172.324
3 200.078
4 223.301
5 247.813
6 275.352
7 294.531
8 319.922
9 341.25
10 363.594
11 384.238
12 1364.06
13 1384.45
14 1392.19
15 1379.22
16 1393.44
17 1393.44
18 1401.09
19 1408.75
20 1408.75
30 1409.53
40 1432.27
50 1454.69
60 1439.84
70 1454.69
80 1462.34
90 1470
100 1462.58
1000 1531.25
10000 1531.25
100000 1531.25
1e+06 1546.88
1e+07 1530.78
1e+08 1546.88
