# --------------------------------------------------------
# Using UniformRandom1:
1 153.32
5 199.219
10 296.875
15 388.613
20 481.328
25 579.961
30 664.063
35 757.813
40 851.563
45 953.125
50 1046.88
55 1136.95
60 1246.72
61 1257.81
62 1273.44
63 1296.88
64 1312.5
65 1322.58
66 1351.56
67 1368.99
68 1396.64
69 1406.25
70 1468.75
71 1475.55
72 1468.75
73 1468.75
74 1468.75
75 1468.75
76 1461.8
77 1468.75
78 1468.75
79 1468.75
80 1483.44
85 1483.44
90 1476.56
95 1469.53
100 1506.1
