# --------------------------------------------------------
# Using UniformRandom0:
0 13.7939
0.01 39.1553
0.02 40.3638
0.03 41.814
0.04 43.457
0.05 44.4727
0.06 45.6812
0.07 47.3633
0.08 48.8281
0.09 50.293
0.1 52.2754
0.2 65.2588
0.3 80.5664
0.4 94.7266
0.5 108.398
0.6 122.305
0.7 135.127
0.8 145.986
0.9 156.621
1 169.922
2 195.312
3 222.656
4 246.094
5 271.484
6 293.906
7 317.109
8 343.75
9 367.188
10 390.625
20 625
30 867.188
40 1098.28
50 1343.75
60 1430.86
70 1453.13
80 1453.13
90 1460.94
100 1461.8
1000 1515.63
10000 1531.25
100000 1531.25
1e+06 1531.25
1e+07 1523.67
1e+08 1531.25
