# --------------------------------------------------------
# Using UniformRandom2:
0 14
1e-16 87
1e-15 88
1e-14 89
1e-13 90
1e-12 88
1e-11 89
1e-10 89
1e-09 88
1e-08 89
1e-07 91
1e-06 91
1e-05 91
0.0001 99
0.001 120
0.01 160
0.1 164
1 230
10 750
100 1580
1000 1640
10000 1670
100000 1680
1e+06 1670
1e+07 1670
1e+08 1680
1e+09 1680
1e+10 1690
1e+11 1680
1e+12 1670
1e+13 1700
1e+14 1510
1e+15 2060
1e+16 1440
