# CellXYForwardSearchZCellSizeChairTime.dat
# cell size
# forward
# binary
0.125      4.26084   8.02514
0.166625   3.64483   6.48872
0.25       2.93921   4.83192
0.375      3.12457   4.388
0.5        3.43414   4.46791
0.75       4.86328   5.54374
1.         5.90481   6.43642
1.5        9.00666   9.41404
2.         11.2085   11.4813
