# SparseCellArrayCellSizeRandomTime.dat
0.1    15.66     26.5936
0.2    11.2853   9.78969
0.3    10.2275   8.47056
0.4    10.218    9.23913
0.5    11.3724   10.7076
0.75   15.2535   15.0347
1.     22.8757   22.6768
1.5    39.4279   38.5688
2.     70.076    68.3344
