# CompareFileSizeChairMemory.dat
1782.      4.00673         12.0202         28.0471         9.77329         9.77329         35.1897   18.1414         8.05836   4.95847   9.40741   35.4276
7200.      4.00167         12.005          28.0117         9.69556         9.69556         37.8072   28.6683         8.76222   4.81722   9.21833   35.0233
28968.     4.00041         12.0012         28.0029         9.65755         9.65755         40.0612   49.9358         8.73295   4.75987   9.13795   34.8393
116232.    Indeterminate   12.0003         28.0007         9.63879         9.63879         38.8916   92.5783         8.72118   4.7345    9.10128   34.7518
465672.    Indeterminate   12.0001         28.0002         9.62947         9.62947         38.6092   177.917         8.71601   4.72263   9.08383   34.7092
1864200.   Indeterminate   Indeterminate   Indeterminate   Indeterminate   Indeterminate   38.988    Indeterminate   8.7136    4.7169    9.07532   34.6882
