# CellXYForwardSearchZCellSizeRandomMemory.dat
0.1    1.04011    0.560108
0.2    0.860108   0.440108
0.3    0.827852   0.418604
0.4    0.815108   0.410108
0.5    0.809708   0.406508
0.75   0.804812   0.403244
1.     0.802508   0.401708
1.5    0.801284   0.400892
2.     0.800708   0.400508
