# CellXYBinarySearchZCellSizeRandomTime.dat
0.1    20.14     15.66
0.2    9.13303   11.2853
0.3    6.75888   10.2275
0.4    6.07388   10.218
0.5    6.06447   11.3724
0.75   6.87303   15.2535
1.     8.6594    22.8757
1.5    12.1427   39.4279
2.     17.6612   70.076
