# CellXYForwardSearchKeyZCellSizeChairTime.dat
# cell size
# store keys
# no keys
0.125      4.04325   4.26084
0.166625   2.92095   3.64483
0.25       2.06346   2.93921
0.375      1.80804   3.12457
0.5        1.82107   3.43414
0.75       2.36658   4.86328
1.         2.7574    5.90481
1.5        4.04768   9.00666
2.         4.82956   11.2085
