# SparseCellArrayCellSizeRandomBestSize.dat
0.01        0.02
0.012599    0.02
0.01587     0.0225
0.02        0.025
0.025198    0.0275
0.031748    0.03
0.04        0.0325
0.0503968   0.035
0.063496    0.0375
0.08        0.0375
0.10079     0.0425
0.12699     0.0425
0.16        0.045
