# CompareFileSizeChairTime.dat
1782.      65412.      2.9811          0.932551        0.687947        1.2383          1.54406         0.53507    0.366905        0.382193   0.428056   0.290467   0.19874
7200.      265104.     13.0251         1.81061         1.38059         1.44472         1.79175         0.618625   0.384755        0.407387   0.456425   0.30554    0.207466
28968.     864296.     114.22          4.46606         3.40161         2.2446          2.89253         0.902469   0.428094        0.462804   0.566935   0.358673   0.266113
116232.    3192056.    Indeterminate   10.3413         8.0763          3.0012          3.9661          0.977426   0.441722        0.469917   0.592095   0.388464   0.291348
465672.    12220376.   Indeterminate   26.3494         16.8489         3.82149         5.15532         1.09653    0.458251        0.4828     0.662827   0.409153   0.310956
1864200.   47768216.   Indeterminate   Indeterminate   Indeterminate   Indeterminate   Indeterminate   1.17233    Indeterminate   0.523361   0.71177    0.439623   0.355885
