# CellXYForwardSearchKeyZCellSizeRandomTime.dat
# store keys
# look up keys
0.1    9.35682   9.66038
0.2    3.36959   4.31668
0.3    2.54302   3.76547
0.4    2.30215   3.9879
0.5    2.28096   4.43853
0.75   2.77582   5.67688
1.     4.00089   7.73164
1.5    5.30457   11.3652
2.     7.40432   16.9342
