# SparseCellArrayCellSizeChairTime.dat
0.125      5.54541   10.482
0.166625   4.54741   6.05693
0.25       3.61856   3.67325
0.375      3.80287   3.63045
0.5        4.14965   4.00961
0.75       6.40126   5.9169
1.         8.10254   7.39908
1.5        13.4056   12.0623
2.         17.1579   15.2759

