# CellXYForwardSearchKeyZCellSizeRandomMemory.dat
# store keys
# look up keys
0.1    3.80011   1.04011
0.2    3.35011   0.860108
0.3    3.26947   0.827852
0.4    3.23761   0.815108
0.5    3.22411   0.809708
0.75   3.21187   0.804812
1.     3.20611   0.802508
1.5    3.20305   0.801284
2.     3.20161   0.800708
