# CompareFileSizeChairMemory.dat
100.       4.12            12.36           28.84           10.88     10.88     46.28     7.24      9.28      6.52      11.24     38.48
1000.      4.012           12.036          28.084          9.168     9.168     46.28     5.5       6.4       4.508     8.708     33.608
10000.     4.0012          12.0036         28.0084         12.1968   12.1968   39.8488   5.2       5.76      4.1708    8.2508    32.6108
100000.    Indeterminate   12.0004         28.0008         10.5541   10.5541   34.2596   5.27776   5.78112   4.07852   8.11724   32.2915
1000000.   Indeterminate   Indeterminate   Indeterminate   9.24293   9.24293   30.1996   5.24588   5.69637   4.03545   8.05312   32.1326
