3 3
9
0 0 0
0 0 -1
1 0 0
0.499999999148707 -0.866025404275933 0
0 0 1
-1 5.89793225705664e-10 0
-0.499999999659483 0.866025403981036 0
-0.500000000681035 -0.866025403391243 0
0.500000000170259 0.86602540368614 0
12
0 1 2 3
0 3 2 4
0 1 5 6
0 5 4 6
0 5 7 4
0 1 7 5
0 2 1 8
0 7 3 4
0 8 6 4
0 1 6 8
0 4 2 8
0 1 3 7
