# DijkstraDeterminedRandom32.dat
# <# vertices> <ratio 2> <ratio 10> <ratio 100> <ratio infinity>
100	0.952516	0.791279	0.575274	0.546649
200	0.972232	0.797982	0.583454	0.523478
400	0.974838	0.791737	0.587136	0.522497
800	0.968656	0.789962	0.588309	0.539818
1600	0.964394	0.789131	0.565635	0.523021
