# DijkstraDeterminedGrid.dat
# <# vertices> <ratio 2> <ratio 10> <ratio 100> <ratio infinity>
100	0.954066	0.893367	0.824742	0.821692
400	0.968274	0.884995	0.832747	0.827069
1600	0.968552	0.890383	0.834924	0.830349
6400	0.969978	0.890036	0.841496	0.829115
25600	0.971404	0.888138	0.834654	0.832428
