# MCCDeterminedRandom32Edges2.dat
# <# vertices> <ratio 0> ... <ratio 5> <ideal ratio>
100	0.021047	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
200	0.010583	0.952349	0.968651	0.995025	0.995025	0.995025	0.995025
400	0.005328	0.841772	0.850746	0.970803	0.970803	0.970803	0.970803
800	0.002661	0.844609	0.850000	0.985203	0.985203	0.985203	0.985203
1600	0.001329	0.831946	0.837173	0.987037	0.987037	0.987037	0.987037
