# MCCDeterminedCompleteInfinity.dat
# <# vertices> <ratio 0> ... <ratio 5> <ideal ratio>
10	0.200000	0.451043	0.526148	0.635495	0.654919	0.713221	0.758068
20	0.100000	0.282614	0.323966	0.407216	0.413501	0.481045	0.560786
40	0.050000	0.189524	0.241999	0.350505	0.354169	0.415213	0.514637
80	0.025000	0.107458	0.156997	0.253254	0.262172	0.312650	0.406998
160	0.012500	0.082917	0.139456	0.212898	0.217676	0.290824	0.357922
320	0.006250	0.053416	0.073655	0.144540	0.152122	0.186441	0.352486
640	0.003125	0.042645	0.068865	0.124853	0.128805	0.205071	0.330403
