# MCCDeterminedComplete100.dat
# <# vertices> <ratio 0> ... <ratio 5> <ideal ratio>
10	0.200000	0.457918	0.520274	0.614180	0.614180	0.635122	0.687448
20	0.100000	0.313631	0.371563	0.478345	0.490321	0.552872	0.618389
40	0.050000	0.220804	0.260544	0.389138	0.398556	0.457460	0.503457
80	0.025000	0.224837	0.248259	0.345743	0.353139	0.425601	0.506389
160	0.012500	0.238860	0.266999	0.399221	0.404494	0.475365	0.515574
320	0.006250	0.247287	0.260834	0.360452	0.363326	0.457020	0.515347
640	0.003125	0.271684	0.278189	0.384014	0.388214	0.498440	0.545687
