# DijkstraDeterminedComplete.dat
# <# vertices> <ratio 2> <ratio 10> <ratio 100> <ratio infinity>
10	1	0.802222	0.595556	0.657778
20	1	0.769474	0.577895	0.53
40	1	0.812308	0.603205	0.541154
80	1	0.842049	0.62057	0.525
160	1	0.897661	0.658903	0.503577
320	1	0.936491	0.728096	0.504399
640	1	0.953242	0.80601	0.498885
