# DijkstraDeterminedRandom4.dat
# <# vertices> <ratio 2> <ratio 10> <ratio 100> <ratio infinity>
100	0.972104	0.853778	0.785333	0.779318
200	0.97636	0.856521	0.791114	0.797198
400	0.975218	0.853431	0.781344	0.784569
800	0.97732	0.85067	0.78246	0.790117
1600	0.976218	0.851234	0.795156	0.78926
