# ExecutionTimeGrid2.dat
# <# vertices> <Dijkstra> <MCC 1> <MCC 3>
100 	0.000191 	0.000147 	0.000201
400 	0.000571 	0.000387 	0.000525
1600 	0.002296 	0.001375 	0.002268
6400 	0.012173 	0.007726 	0.012362
25600 	0.058176 	0.035116 	0.053676
102400 	0.275959 	0.152337 	0.228584
409600 	1.347628 	0.649522 	1.001669
