# ExecutionTimeCompleteInfinity.dat
# <# vertices> <Dijkstra> <MCC 1> <MCC 3>
10 	0.000055 	0.000114 	0.000119
20 	0.000108 	0.000171 	0.000196
40 	0.000276 	0.000321 	0.000527
80 	0.001222 	0.001354 	0.002819
160 	0.006109 	0.006189 	0.011710
320 	0.024165 	0.024079 	0.048909
640 	0.103906 	0.101613 	0.214606
1280 	0.427890 	0.419101 	0.931437
