# ExecutionTimeComplete10.dat
# <# vertices> <Dijkstra> <MCC 1> <MCC 3>
10 	0.000054 	0.000110 	0.000116
20 	0.000104 	0.000160 	0.000192
40 	0.000264 	0.000307 	0.000527
80 	0.001160 	0.001292 	0.002784
160 	0.006000 	0.005932 	0.011515
320 	0.023986 	0.023626 	0.048505
640 	0.103068 	0.100113 	0.211657
1280 	0.428220 	0.418357 	0.909906
