# ExecutionTimeGridInfinity.dat
# <# vertices> <Dijkstra> <MCC 1> <MCC 3>
100 	0.000207 	0.000233 	0.000245
400 	0.000631 	0.000674 	0.000748
1600 	0.002610 	0.002829 	0.003652
6400 	0.013287 	0.017775 	0.019694
25600 	0.063080 	0.112712 	0.097126
102400 	0.298969 	0.678965 	0.492319
409600 	1.464094 	4.281682 	2.728483
