# ExecutionTimeComplete100.dat
# <# vertices> <Dijkstra> <MCC 1> <MCC 3>
10 	0.000057 	0.000112 	0.000119
20 	0.000108 	0.000164 	0.000198
40 	0.000274 	0.000318 	0.000551
80 	0.001259 	0.001426 	0.002912
160 	0.006059 	0.006036 	0.011669
320 	0.024072 	0.023785 	0.048616
640 	0.103483 	0.099941 	0.210733
1280 	0.428941 	0.418782 	0.905691
