#Time "Reaction Count" X  
0.0 0 50 0 0
0.1 37 47 17 20
0.2 68 46 32 36
0.3 110 48 54 56
0.4 148 40 69 79
0.5 176 44 85 91
0.6 205 45 100 105
0.7 239 37 113 126
0.8 266 26 121 145
0.9 290 30 135 155
1.0 305 25 140 165
1.1 319 25 147 172
1.2 337 15 151 186
1.3 342 16 154 188
1.4 350 14 157 193
1.5 363 13 163 200
1.6 374 10 167 207
1.7 382 12 172 210
1.8 392 10 176 216
1.9 397 9 178 219
2.0 407 11 184 223
2.1 416 8 187 229
2.2 425 9 192 233
2.3 430 6 193 237
2.4 436 8 197 239
2.5 442 10 201 241
2.6 450 8 204 246
2.7 452 8 205 247
2.8 457 5 206 251
2.9 463 5 209 254
3.0 465 5 210 255
3.1 467 3 210 257
3.2 471 3 212 259
3.3 471 3 212 259
3.4 472 2 212 260
3.5 474 0 212 262
3.6 474 0 212 262
3.7 474 0 212 262
3.8 474 0 212 262
3.9 474 0 212 262
4.0 474 0 212 262
4.1 474 0 212 262
4.2 474 0 212 262
4.3 474 0 212 262
4.4 474 0 212 262
4.5 474 0 212 262
4.6 474 0 212 262
4.7 474 0 212 262
4.8 474 0 212 262
4.9 474 0 212 262
5.0 474 0 212 262

0.0 0 50 0 0
0.1 28 46 12 16
0.2 67 47 32 35
0.3 94 46 45 49
0.4 118 36 52 66
0.5 149 37 68 81
0.6 171 31 76 95
0.7 197 33 90 107
0.8 220 32 101 119
0.9 238 32 110 128
1.0 259 25 117 142
1.1 273 23 123 150
1.2 284 22 128 156
1.3 301 19 135 166
1.4 318 26 147 171
1.5 331 23 152 179
1.6 346 14 155 191
1.7 356 8 157 199
1.8 363 5 159 204
1.9 368 6 162 206
2.0 373 3 163 210
2.1 374 2 163 211
2.2 377 5 166 211
2.3 378 4 166 212
2.4 380 4 167 213
2.5 384 6 170 214
2.6 392 4 173 219
2.7 394 2 173 221
2.8 395 1 173 222
2.9 395 1 173 222
3.0 397 3 175 222
3.1 398 4 176 222
3.2 402 2 177 225
3.3 402 2 177 225
3.4 404 2 178 226
3.5 405 1 178 227
3.6 406 0 178 228
3.7 406 0 178 228
3.8 406 0 178 228
3.9 406 0 178 228
4.0 406 0 178 228
4.1 406 0 178 228
4.2 406 0 178 228
4.3 406 0 178 228
4.4 406 0 178 228
4.5 406 0 178 228
4.6 406 0 178 228
4.7 406 0 178 228
4.8 406 0 178 228
4.9 406 0 178 228
5.0 406 0 178 228

0.0 0 50 0 0
0.1 27 39 8 19
0.2 48 36 17 31
0.3 77 27 27 50
0.4 97 29 38 59
0.5 114 24 44 70
0.6 123 21 47 76
0.7 137 15 51 86
0.8 147 11 54 93
0.9 151 7 54 97
1.0 157 5 56 101
1.1 159 7 58 101
1.2 165 9 62 103
1.3 169 9 64 105
1.4 172 8 65 107
1.5 177 9 68 109
1.6 177 9 68 109
1.7 183 9 71 112
1.8 189 13 76 113
1.9 201 13 82 119
2.0 212 22 92 120
2.1 229 19 99 130
2.2 247 15 106 141
2.3 256 14 110 146
2.4 261 11 111 150
2.5 266 14 115 151
2.6 273 9 116 157
2.7 279 7 118 161
2.8 286 8 122 164
2.9 287 7 122 165
3.0 290 4 122 168
3.1 291 3 122 169
3.2 292 2 122 170
3.3 292 2 122 170
3.4 293 1 122 171
3.5 294 2 123 171
3.6 295 1 123 172
3.7 295 1 123 172
3.8 296 0 123 173
3.9 296 0 123 173
4.0 296 0 123 173
4.1 296 0 123 173
4.2 296 0 123 173
4.3 296 0 123 173
4.4 296 0 123 173
4.5 296 0 123 173
4.6 296 0 123 173
4.7 296 0 123 173
4.8 296 0 123 173
4.9 296 0 123 173
5.0 296 0 123 173

0.0 0 50 0 0
0.1 32 46 14 18
0.2 59 41 25 34
0.3 88 44 41 47
0.4 119 33 51 68
0.5 134 34 59 75
0.6 159 25 67 92
0.7 174 22 73 101
0.8 200 26 88 112
0.9 218 24 96 122
1.0 234 24 104 130
1.1 254 28 116 138
1.2 263 27 120 143
1.3 277 29 128 149
1.4 293 27 135 158
1.5 315 25 145 170
1.6 327 25 151 176
1.7 341 19 155 186
1.8 351 15 158 193
1.9 361 19 165 196
2.0 374 14 169 205
2.1 380 10 170 210
2.2 388 8 173 215
2.3 395 5 175 220
2.4 400 6 178 222
2.5 404 8 181 223
2.6 410 6 183 227
2.7 411 5 183 228
2.8 415 1 183 232
2.9 416 2 184 232
3.0 417 1 184 233
3.1 417 1 184 233
3.2 417 1 184 233
3.3 417 1 184 233
3.4 417 1 184 233
3.5 418 0 184 234
3.6 418 0 184 234
3.7 418 0 184 234
3.8 418 0 184 234
3.9 418 0 184 234
4.0 418 0 184 234
4.1 418 0 184 234
4.2 418 0 184 234
4.3 418 0 184 234
4.4 418 0 184 234
4.5 418 0 184 234
4.6 418 0 184 234
4.7 418 0 184 234
4.8 418 0 184 234
4.9 418 0 184 234
5.0 418 0 184 234

0.0 0 50 0 0
0.1 30 38 9 21
0.2 47 37 17 30
0.3 62 38 25 37
0.4 87 33 35 52
0.5 113 23 43 70
0.6 138 20 54 84
0.7 150 22 61 89
0.8 170 26 73 97
0.9 188 18 78 110
1.0 197 13 80 117
1.1 206 10 83 123
1.2 214 10 87 127
1.3 219 11 90 129
1.4 225 9 92 133
1.5 236 6 96 140
1.6 238 6 97 141
1.7 242 6 99 143
1.8 248 2 100 148
1.9 248 2 100 148
2.0 249 3 101 148
2.1 251 1 101 150
2.2 251 1 101 150
2.3 251 1 101 150
2.4 251 1 101 150
2.5 252 0 101 151
2.6 252 0 101 151
2.7 252 0 101 151
2.8 252 0 101 151
2.9 252 0 101 151
3.0 252 0 101 151
3.1 252 0 101 151
3.2 252 0 101 151
3.3 252 0 101 151
3.4 252 0 101 151
3.5 252 0 101 151
3.6 252 0 101 151
3.7 252 0 101 151
3.8 252 0 101 151
3.9 252 0 101 151
4.0 252 0 101 151
4.1 252 0 101 151
4.2 252 0 101 151
4.3 252 0 101 151
4.4 252 0 101 151
4.5 252 0 101 151
4.6 252 0 101 151
4.7 252 0 101 151
4.8 252 0 101 151
4.9 252 0 101 151
5.0 252 0 101 151

0.0 0 50 0 0
0.1 31 45 13 18
0.2 55 35 20 35
0.3 79 35 32 47
0.4 105 31 43 62
0.5 119 31 50 69
0.6 140 26 58 82
0.7 147 23 60 87
0.8 160 22 66 94
0.9 168 16 67 101
1.0 182 12 72 110
1.1 184 10 72 112
1.2 191 9 75 116
1.3 196 6 76 120
1.4 200 4 77 123
1.5 201 3 77 124
1.6 202 2 77 125
1.7 202 2 77 125
1.8 203 1 77 126
1.9 203 1 77 126
2.0 208 4 81 127
2.1 208 4 81 127
2.2 211 3 82 129
2.3 211 3 82 129
2.4 212 2 82 130
2.5 213 1 82 131
2.6 213 1 82 131
2.7 214 0 82 132
2.8 214 0 82 132
2.9 214 0 82 132
3.0 214 0 82 132
3.1 214 0 82 132
3.2 214 0 82 132
3.3 214 0 82 132
3.4 214 0 82 132
3.5 214 0 82 132
3.6 214 0 82 132
3.7 214 0 82 132
3.8 214 0 82 132
3.9 214 0 82 132
4.0 214 0 82 132
4.1 214 0 82 132
4.2 214 0 82 132
4.3 214 0 82 132
4.4 214 0 82 132
4.5 214 0 82 132
4.6 214 0 82 132
4.7 214 0 82 132
4.8 214 0 82 132
4.9 214 0 82 132
5.0 214 0 82 132

0.0 0 50 0 0
0.1 43 49 21 22
0.2 74 48 36 38
0.3 94 46 45 49
0.4 118 42 55 63
0.5 157 39 73 84
0.6 174 34 79 95
0.7 201 33 92 109
0.8 225 27 101 124
0.9 243 31 112 131
1.0 256 28 117 139
1.1 272 22 122 150
1.2 299 17 133 166
1.3 316 18 142 174
1.4 327 19 148 179
1.5 339 17 153 186
1.6 350 22 161 189
1.7 366 16 166 200
1.8 377 13 170 207
1.9 390 12 176 214
2.0 398 14 181 217
2.1 408 14 186 222
2.2 418 8 188 230
2.3 424 8 191 233
2.4 433 9 196 237
2.5 439 9 199 240
2.6 447 11 204 243
2.7 456 6 206 250
2.8 457 5 206 251
2.9 458 4 206 252
3.0 461 3 207 254
3.1 463 5 209 254
3.2 465 5 210 255
3.3 470 6 213 257
3.4 474 4 214 260
3.5 478 6 217 261
3.6 484 10 222 262
3.7 489 7 223 266
3.8 496 6 226 270
3.9 499 3 226 273
4.0 499 3 226 273
4.1 505 5 230 275
4.2 507 5 231 276
4.3 509 3 231 278
4.4 511 3 232 279
4.5 513 1 232 281
4.6 513 1 232 281
4.7 513 1 232 281
4.8 513 1 232 281
4.9 513 1 232 281
5.0 513 1 232 281

0.0 0 50 0 0
0.1 35 47 16 19
0.2 55 43 24 31
0.3 81 41 36 45
0.4 115 45 55 60
0.5 138 36 62 76
0.6 169 31 75 94
0.7 189 29 84 105
0.8 213 31 97 116
0.9 233 29 106 127
1.0 250 24 112 138
1.1 263 21 117 146
1.2 279 25 127 152
1.3 304 24 139 165
1.4 313 19 141 172
1.5 328 16 147 181
1.6 340 12 151 189
1.7 345 9 152 193
1.8 349 5 152 197
1.9 351 5 153 198
2.0 356 6 156 200
2.1 360 6 158 202
2.2 364 6 160 204
2.3 370 4 162 208
2.4 374 6 165 209
2.5 380 4 167 213
2.6 381 3 167 214
2.7 382 2 167 215
2.8 382 2 167 215
2.9 385 1 168 217
3.0 386 2 169 217
3.1 386 2 169 217
3.2 386 2 169 217
3.3 387 1 169 218
3.4 387 1 169 218
3.5 387 1 169 218
3.6 388 0 169 219
3.7 388 0 169 219
3.8 388 0 169 219
3.9 388 0 169 219
4.0 388 0 169 219
4.1 388 0 169 219
4.2 388 0 169 219
4.3 388 0 169 219
4.4 388 0 169 219
4.5 388 0 169 219
4.6 388 0 169 219
4.7 388 0 169 219
4.8 388 0 169 219
4.9 388 0 169 219
5.0 388 0 169 219

0.0 0 50 0 0
0.1 31 45 13 18
0.2 62 40 26 36
0.3 96 38 42 54
0.4 111 41 51 60
0.5 138 32 60 78
0.6 159 29 69 90
0.7 185 25 80 105
0.8 200 18 84 116
0.9 211 17 89 122
1.0 224 14 94 130
1.1 230 8 94 136
1.2 234 8 96 138
1.3 242 12 102 140
1.4 250 8 104 146
1.5 256 6 106 150
1.6 262 2 107 155
1.7 262 2 107 155
1.8 265 3 109 156
1.9 268 2 110 158
2.0 269 1 110 159
2.1 270 0 110 160
2.2 270 0 110 160
2.3 270 0 110 160
2.4 270 0 110 160
2.5 270 0 110 160
2.6 270 0 110 160
2.7 270 0 110 160
2.8 270 0 110 160
2.9 270 0 110 160
3.0 270 0 110 160
3.1 270 0 110 160
3.2 270 0 110 160
3.3 270 0 110 160
3.4 270 0 110 160
3.5 270 0 110 160
3.6 270 0 110 160
3.7 270 0 110 160
3.8 270 0 110 160
3.9 270 0 110 160
4.0 270 0 110 160
4.1 270 0 110 160
4.2 270 0 110 160
4.3 270 0 110 160
4.4 270 0 110 160
4.5 270 0 110 160
4.6 270 0 110 160
4.7 270 0 110 160
4.8 270 0 110 160
4.9 270 0 110 160
5.0 270 0 110 160

0.0 0 50 0 0
0.1 42 46 19 23
0.2 70 50 35 35
0.3 106 46 51 55
0.4 145 49 72 73
0.5 190 44 92 98
0.6 219 37 103 116
0.7 245 33 114 131
0.8 263 31 122 141
0.9 281 29 130 151
1.0 298 20 134 164
1.1 310 16 138 172
1.2 324 10 142 182
1.3 329 9 144 185
1.4 333 7 145 188
1.5 335 5 145 190
1.6 337 3 145 192
1.7 339 1 145 194
1.8 340 0 145 195
1.9 340 0 145 195
2.0 340 0 145 195
2.1 340 0 145 195
2.2 340 0 145 195
2.3 340 0 145 195
2.4 340 0 145 195
2.5 340 0 145 195
2.6 340 0 145 195
2.7 340 0 145 195
2.8 340 0 145 195
2.9 340 0 145 195
3.0 340 0 145 195
3.1 340 0 145 195
3.2 340 0 145 195
3.3 340 0 145 195
3.4 340 0 145 195
3.5 340 0 145 195
3.6 340 0 145 195
3.7 340 0 145 195
3.8 340 0 145 195
3.9 340 0 145 195
4.0 340 0 145 195
4.1 340 0 145 195
4.2 340 0 145 195
4.3 340 0 145 195
4.4 340 0 145 195
4.5 340 0 145 195
4.6 340 0 145 195
4.7 340 0 145 195
4.8 340 0 145 195
4.9 340 0 145 195
5.0 340 0 145 195

